genbank_accession,file,path,IG_TR_gene_Coverage,IG_TR_gene_Percent_id,IG_TR_gene_Problematic,IG_TR_gene_mapped,IG_TR_gene_percentage,IG_TR_gene_total,IG_TR_pseudogene_Coverage,IG_TR_pseudogene_Percent_id,IG_TR_pseudogene_Problematic,IG_TR_pseudogene_mapped,IG_TR_pseudogene_percentage,IG_TR_pseudogene_total,TEC_Coverage,TEC_Percent_id,TEC_Problematic,TEC_mapped,TEC_percentage,TEC_total,artifact_Coverage,artifact_Percent_id,artifact_Problematic,artifact_mapped,artifact_percentage,artifact_total,lncRNA_Coverage,lncRNA_Percent_id,lncRNA_Problematic,lncRNA_mapped,lncRNA_percentage,lncRNA_total,miRNA_Coverage,miRNA_Percent_id,miRNA_Problematic,miRNA_mapped,miRNA_percentage,miRNA_total,misc_RNA_Coverage,misc_RNA_Percent_id,misc_RNA_Problematic,misc_RNA_mapped,misc_RNA_percentage,misc_RNA_total,non_stop_decay_Coverage,non_stop_decay_Percent_id,non_stop_decay_Problematic,non_stop_decay_mapped,non_stop_decay_percentage,non_stop_decay_total,nonsense_mediated_decay_Coverage,nonsense_mediated_decay_Percent_id,nonsense_mediated_decay_Problematic,nonsense_mediated_decay_mapped,nonsense_mediated_decay_percentage,nonsense_mediated_decay_total,processed_pseudogene_Coverage,processed_pseudogene_Percent_id,processed_pseudogene_Problematic,processed_pseudogene_mapped,processed_pseudogene_percentage,processed_pseudogene_total,processed_transcript_Coverage,processed_transcript_Percent_id,processed_transcript_Problematic,processed_transcript_mapped,processed_transcript_percentage,processed_transcript_total,protein_coding_CDS_not_defined_Coverage,protein_coding_CDS_not_defined_Percent_id,protein_coding_CDS_not_defined_Problematic,protein_coding_CDS_not_defined_mapped,protein_coding_CDS_not_defined_percentage,protein_coding_CDS_not_defined_total,protein_coding_Coverage,protein_coding_LoF_Coverage,protein_coding_LoF_Percent_id,protein_coding_LoF_Problematic,protein_coding_LoF_mapped,protein_coding_LoF_percentage,protein_coding_LoF_total,protein_coding_Percent_id,protein_coding_Problematic,protein_coding_mapped,protein_coding_percentage,protein_coding_total,pseudogene_Coverage,pseudogene_Percent_id,pseudogene_Problematic,pseudogene_mapped,pseudogene_percentage,pseudogene_total,rRNA_Coverage,rRNA_Percent_id,rRNA_Problematic,rRNA_mapped,rRNA_percentage,rRNA_pseudogene_Coverage,rRNA_pseudogene_Percent_id,rRNA_pseudogene_Problematic,rRNA_pseudogene_mapped,rRNA_pseudogene_percentage,rRNA_pseudogene_total,rRNA_total,retained_intron_Coverage,retained_intron_Percent_id,retained_intron_Problematic,retained_intron_mapped,retained_intron_percentage,retained_intron_total,ribozyme_Coverage,ribozyme_Percent_id,ribozyme_Problematic,ribozyme_mapped,ribozyme_percentage,ribozyme_total,sRNA_Coverage,sRNA_Percent_id,sRNA_Problematic,sRNA_mapped,sRNA_percentage,sRNA_total,scRNA_Coverage,scRNA_Percent_id,scRNA_Problematic,scRNA_mapped,scRNA_percentage,scRNA_total,scaRNA_Coverage,scaRNA_Percent_id,scaRNA_Problematic,scaRNA_mapped,scaRNA_percentage,scaRNA_total,snRNA_Coverage,snRNA_Percent_id,snRNA_Problematic,snRNA_mapped,snRNA_percentage,snRNA_total,snoRNA_Coverage,snoRNA_Percent_id,snoRNA_Problematic,snoRNA_mapped,snoRNA_percentage,snoRNA_total,unitary_pseudogene_Coverage,unitary_pseudogene_Percent_id,unitary_pseudogene_Problematic,unitary_pseudogene_mapped,unitary_pseudogene_percentage,unitary_pseudogene_total,unprocessed_pseudogene_Coverage,unprocessed_pseudogene_Percent_id,unprocessed_pseudogene_Problematic,unprocessed_pseudogene_mapped,unprocessed_pseudogene_percentage,unprocessed_pseudogene_total,vault_RNA_Coverage,vault_RNA_Percent_id,vault_RNA_Problematic,vault_RNA_mapped,vault_RNA_percentage,vault_RNA_total
GCA_18506965.2,GCA_018506965.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018506965.2/GCA_018506965.2_mapping_stats.mapping_stats.txt,99.44,98.84,10,366,87.14,420,99.5,99.39,2,208,87.76,237,99.93,99.87,2,1104,99.73,1107,100,99.95,0,7,36.84,19,99.84,99.82,643,184465,98.61,187074,99.97,99.89,4,1866,99.41,1877,99.92,99.88,3,2195,99.37,2209,100,99.95,0,102,100,102,99.93,99.94,23,21062,99.7,21126,99.94,99.87,8,10448,99.43,10508,100,99.89,0,5,100,5,99.97,99.93,15,26269,99.81,26318,99.95,99.75,99.84,1,73,98.65,74,99.93,103,88882,99.78,89075,100,99.89,0,4,100,4,100,99.83,0,51,96.23,99.83,99.89,1,486,99.39,489,53,99.92,99.91,45,33970,99.83,34029,100,99.81,0,8,100,8,100,99.87,0,5,100,5,98.01,98.98,0,1,100,1,99.97,99.94,0,49,100,49,99.92,99.88,3,1872,98.89,1893,99.95,99.82,2,937,99.79,939,99.97,99.89,0,259,100,259,99.7,99.72,24,3227,97.4,3313,100,99.72,0,4,100,4
GCA_44164745.1,GCA_044164745.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_044164745.1/GCA_044164745.1_mapping_stats.mapping_stats.txt,99.98,99.84,1,400,95.24,420,99.78,99.37,2,231,97.47,237,99.61,99.16,17,1102,99.55,1107,100,99.93,0,7,36.84,19,99.85,99.82,769,184036,98.38,187074,99.87,99.55,15,1872,99.73,1877,99.86,99.68,11,2197,99.46,2209,100,99.94,0,101,99.02,102,99.97,99.93,11,21071,99.74,21126,99.91,99.72,47,10458,99.52,10508,100,99.85,0,5,100,5,99.96,99.93,19,26274,99.83,26318,99.96,99.89,99.76,0,74,100,74,99.92,85,88883,99.78,89075,100,99.9,0,3,75,4,98.52,94.24,6,49,92.45,99.96,99.89,0,489,100,489,53,99.96,99.92,28,33975,99.84,34029,100,99.79,0,8,100,8,100,100,0,5,100,5,98.5,98.98,0,1,100,1,100,99.96,0,49,100,49,99.87,99.73,7,1877,99.15,1893,99.92,99.79,3,939,100,939,99.76,99.89,1,257,99.23,259,99.64,99.29,45,3236,97.68,3313,100,100,0,4,100,4
GCA_44165735.1,GCA_044165735.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_044165735.1/GCA_044165735.1_mapping_stats.mapping_stats.txt,99.97,99.85,2,336,80,420,99.68,99.21,2,161,67.93,237,99.91,99.88,2,1104,99.73,1107,100,99.96,0,7,36.84,19,99.82,99.8,765,184903,98.84,187074,99.99,99.93,1,1868,99.52,1877,99.95,99.91,1,2187,99,2209,100,99.93,0,102,100,102,99.92,99.95,28,21073,99.75,21126,99.93,99.87,14,10446,99.41,10508,100,99.84,0,5,100,5,99.98,99.94,10,26278,99.85,26318,99.96,99.98,99.84,0,74,100,74,99.94,72,88906,99.81,89075,99.86,99.69,0,4,100,4,100,99.88,0,51,96.23,99.98,99.9,0,488,99.8,489,53,99.95,99.94,24,33961,99.8,34029,100,99.81,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.98,0,48,97.96,49,99.94,99.89,1,1876,99.1,1893,99.97,99.89,1,939,100,939,99.76,99.9,1,257,99.23,259,99.65,99.65,26,3239,97.77,3313,100,99.72,0,4,100,4
GCA_44166835.1,GCA_044166835.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_044166835.1/GCA_044166835.1_mapping_stats.mapping_stats.txt,99.88,99.77,4,399,95,420,99.76,99.38,2,226,95.36,237,99.83,99.88,3,1102,99.55,1107,100,99.99,0,8,42.11,19,99.7,99.77,1212,185169,98.98,187074,99.98,99.92,2,1873,99.79,1877,99.94,99.87,2,2194,99.32,2209,100,99.94,0,102,100,102,99.95,99.95,14,21090,99.83,21126,99.96,99.88,7,10439,99.34,10508,100,99.78,0,5,100,5,99.98,99.94,9,26279,99.85,26318,99.97,99.96,99.86,0,73,98.65,74,99.94,48,88886,99.79,89075,100,99.73,0,4,100,4,100,99.87,0,52,98.11,99.83,99.89,1,488,99.8,489,53,99.98,99.94,9,33972,99.83,34029,100,99.91,0,8,100,8,100,100,0,5,100,5,98.49,98.47,0,1,100,1,100,99.97,0,49,100,49,99.94,99.91,1,1872,98.89,1893,99.94,99.84,2,938,99.89,939,99.97,99.89,0,259,100,259,99.75,99.68,20,3247,98.01,3313,100,100,0,4,100,4
GCA_44166665.1,GCA_044166665.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_044166665.1/GCA_044166665.1_mapping_stats.mapping_stats.txt,99.99,99.82,3,410,97.62,420,99.98,99.84,0,232,97.89,237,99.96,99.89,0,1103,99.64,1107,100,99.92,0,8,42.11,19,99.89,99.87,442,184715,98.74,187074,99.98,99.93,1,1869,99.57,1877,99.91,99.89,3,2189,99.09,2209,100,99.94,0,102,100,102,99.94,99.95,20,21060,99.69,21126,99.94,99.88,10,10452,99.47,10508,100,99.91,0,5,100,5,99.98,99.94,16,26265,99.8,26318,99.96,99.91,99.84,0,74,100,74,99.94,78,88830,99.72,89075,100,99.7,0,4,100,4,100,99.87,0,51,96.23,99.83,99.9,1,488,99.8,489,53,99.97,99.94,10,33926,99.7,34029,100,99.91,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.95,0,48,97.96,49,99.93,99.9,2,1879,99.26,1893,99.98,99.88,1,937,99.79,939,99.92,99.89,1,259,100,259,99.67,99.75,22,3224,97.31,3313,100,100,0,4,100,4
GCA_44166465.1,GCA_044166465.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_044166465.1/GCA_044166465.1_mapping_stats.mapping_stats.txt,99.99,99.8,3,385,91.67,420,99.68,99.39,3,228,96.2,237,99.86,99.87,3,1106,99.91,1107,100,99.93,0,7,36.84,19,99.73,99.75,1049,184692,98.73,187074,99.87,99.89,6,1870,99.63,1877,99.93,99.86,2,2191,99.19,2209,100,99.93,0,101,99.02,102,99.92,99.94,27,21079,99.78,21126,99.93,99.87,11,10451,99.46,10508,100,99.79,0,5,100,5,99.98,99.94,10,26269,99.81,26318,99.95,99.91,99.83,0,72,97.3,74,99.93,98,88840,99.74,89075,100,99.83,0,4,100,4,99.97,99.73,0,52,98.11,99.97,99.87,1,487,99.59,489,53,99.94,99.92,34,33965,99.81,34029,100,99.81,0,8,100,8,98.93,97.46,1,5,100,5,99.5,99.5,0,1,100,1,100,99.95,0,49,100,49,99.93,99.89,2,1872,98.89,1893,99.94,99.84,2,938,99.89,939,99.76,99.87,1,258,99.61,259,99.63,99.66,27,3242,97.86,3313,100,100,0,4,100,4
GCA_44166845.1,GCA_044166845.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166845.1/GCA_044166845.1_mapping_stats.mapping_stats.txt,99.86,99.58,7,402,95.71,420,99.76,99.4,2,232,97.89,237,99.93,99.88,2,1106,99.91,1107,100,99.98,0,7,36.84,19,99.82,99.86,897,184939,98.86,187074,99.98,99.92,2,1865,99.36,1877,99.96,99.9,2,2196,99.41,2209,100,99.94,0,102,100,102,99.98,99.94,19,21094,99.85,21126,99.97,99.89,5,10467,99.61,10508,100,99.9,0,5,100,5,99.98,99.94,10,26298,99.92,26318,99.97,99.98,99.73,1,74,100,74,99.94,77,88953,99.86,89075,100,99.76,0,4,100,4,100,99.87,0,52,98.11,99.97,99.9,0,489,100,489,53,99.96,99.93,27,33998,99.91,34029,100,99.75,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.92,0,49,100,49,99.97,99.9,2,1873,98.94,1893,99.95,99.84,2,938,99.89,939,99.97,99.9,0,259,100,259,99.74,99.77,16,3262,98.46,3313,100,100,0,4,100,4
GCA_44167285.1,GCA_044167285.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044167285.1/GCA_044167285.1_mapping_stats.mapping_stats.txt,99.67,99.47,8,407,96.9,420,99.98,99.81,0,222,93.67,237,99.89,99.88,2,1105,99.82,1107,100,99.96,0,7,36.84,19,99.85,99.85,610,185771,99.3,187074,99.92,99.89,4,1870,99.63,1877,99.92,99.9,3,2194,99.32,2209,100,99.94,0,102,100,102,99.97,99.94,25,21098,99.87,21126,99.94,99.88,9,10457,99.51,10508,100,99.83,0,5,100,5,99.98,99.94,15,26296,99.92,26318,99.97,99.97,99.9,0,74,100,74,99.94,71,88935,99.84,89075,100,99.83,0,4,100,4,99.97,99.81,0,53,100,99.83,99.9,1,489,100,489,53,99.96,99.93,24,33980,99.86,34029,100,99.84,0,8,100,8,100,100,0,5,100,5,100,100,0,1,100,1,100,99.97,0,48,97.96,49,99.94,99.9,1,1868,98.68,1893,99.94,99.83,2,939,100,939,99.69,99.88,2,258,99.61,259,99.74,99.72,25,3245,97.95,3313,100,100,0,3,75,4
GCA_44166785.1,GCA_044166785.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166785.1/GCA_044166785.1_mapping_stats.mapping_stats.txt,99.47,99.62,8,395,94.05,420,99.87,99.3,2,228,96.2,237,99.89,99.89,3,1104,99.73,1107,100,99.94,0,7,36.84,19,99.89,99.86,398,185487,99.15,187074,99.98,99.92,3,1858,98.99,1877,99.91,99.88,2,2197,99.46,2209,100,99.94,0,102,100,102,99.97,99.94,18,21099,99.87,21126,99.95,99.87,13,10469,99.63,10508,100,99.88,0,5,100,5,99.98,99.94,10,26300,99.93,26318,99.96,99.98,99.76,1,74,100,74,99.94,60,88969,99.88,89075,100,99.75,0,4,100,4,99.98,99.84,0,51,96.23,99.97,99.87,1,489,100,489,53,99.97,99.94,17,33985,99.87,34029,100,99.75,0,8,100,8,98.93,97.46,1,5,100,5,98.5,98.48,0,1,100,1,100,99.95,0,49,100,49,99.94,99.9,1,1881,99.37,1893,99.97,99.88,1,939,100,939,99.97,99.9,0,259,100,259,99.78,99.75,14,3257,98.31,3313,100,100,0,4,100,4
GCA_44166625.1,GCA_044166625.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166625.1/GCA_044166625.1_mapping_stats.mapping_stats.txt,99.97,99.73,3,362,86.19,420,99.95,99.73,0,218,91.98,237,99.89,99.85,2,1104,99.73,1107,100,99.91,0,7,36.84,19,99.76,99.8,1023,184425,98.58,187074,99.99,99.9,1,1864,99.31,1877,99.91,99.84,3,2199,99.55,2209,100,99.93,0,101,99.02,102,99.97,99.93,23,21086,99.81,21126,99.95,99.84,12,10453,99.48,10508,100,99.84,0,5,100,5,99.97,99.93,18,26247,99.73,26318,99.95,99.95,99.83,0,73,98.65,74,99.92,92,88810,99.7,89075,100,99.72,0,4,100,4,100,99.82,0,53,100,99.94,99.86,1,489,100,489,53,99.94,99.91,34,33952,99.77,34029,100,99.92,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.93,0,49,100,49,99.93,99.87,2,1870,98.78,1893,99.94,99.82,2,936,99.68,939,99.9,99.85,1,258,99.61,259,99.73,99.68,18,3246,97.98,3313,100,99.72,0,4,100,4
GCA_44166645.1,GCA_044166645.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166645.1/GCA_044166645.1_mapping_stats.mapping_stats.txt,99.77,99.61,5,379,90.24,420,99.96,99.72,0,212,89.45,237,99.92,99.87,1,1105,99.82,1107,100,99.9,0,7,36.84,19,99.86,99.83,530,184667,98.71,187074,99.97,99.92,2,1865,99.36,1877,99.88,99.85,3,2196,99.41,2209,99.96,99.93,0,101,99.02,102,99.97,99.93,12,21073,99.75,21126,99.95,99.86,9,10451,99.46,10508,100,99.75,0,5,100,5,99.98,99.93,10,26283,99.87,26318,99.96,99.94,99.83,0,74,100,74,99.92,79,88857,99.76,89075,100,99.75,0,4,100,4,100,99.83,0,52,98.11,99.96,99.86,1,489,100,489,53,99.97,99.92,23,33973,99.84,34029,100,99.87,0,8,100,8,100,100,0,5,100,5,100,100,0,1,100,1,100,99.95,0,49,100,49,99.94,99.89,1,1870,98.78,1893,99.88,99.78,3,939,100,939,99.87,99.86,2,258,99.61,259,99.67,99.68,24,3233,97.59,3313,100,99.72,0,4,100,4
GCA_44165595.1,GCA_044165595.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165595.1/GCA_044165595.1_mapping_stats.mapping_stats.txt,99.43,99.07,10,394,93.81,420,99.95,99.59,1,221,93.25,237,99.92,99.88,0,1105,99.82,1107,100,99.91,0,7,36.84,19,99.81,99.85,1042,185088,98.94,187074,99.99,99.92,2,1870,99.63,1877,99.96,99.91,2,2195,99.37,2209,100,99.94,0,102,100,102,99.95,99.94,20,21094,99.85,21126,99.95,99.88,9,10472,99.66,10508,100,99.88,0,5,100,5,99.97,99.94,18,26287,99.88,26318,99.95,99.89,99.76,0,74,100,74,99.93,90,88924,99.83,89075,99.97,99.95,0,4,100,4,99.97,99.75,0,52,98.11,99.83,99.9,1,488,99.8,489,53,99.97,99.92,24,33999,99.91,34029,100,99.87,0,8,100,8,100,99.74,0,5,100,5,98.5,98.98,0,1,100,1,100,99.93,0,47,95.92,49,99.93,99.89,2,1873,98.94,1893,99.95,99.84,2,932,99.25,939,99.76,99.86,1,258,99.61,259,99.75,99.75,20,3251,98.13,3313,100,99.72,0,4,100,4
GCA_44165725.1,GCA_044165725.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165725.1/GCA_044165725.1_mapping_stats.mapping_stats.txt,99.84,99.62,5,390,92.86,420,99.96,99.79,0,216,91.14,237,99.96,99.89,0,1104,99.73,1107,100,99.97,0,7,36.84,19,99.87,99.85,602,185425,99.12,187074,99.95,99.9,2,1873,99.79,1877,99.92,99.9,3,2203,99.73,2209,99.99,99.94,0,102,100,102,99.95,99.94,17,21097,99.86,21126,99.95,99.87,9,10466,99.6,10508,100,99.84,0,5,100,5,99.98,99.94,8,26299,99.93,26318,99.96,99.89,99.68,1,74,100,74,99.93,76,88925,99.83,89075,100,99.85,0,4,100,4,99.98,99.87,0,53,100,99.83,99.89,1,489,100,489,53,99.98,99.94,13,33979,99.85,34029,100,99.91,0,8,100,8,100,100,0,5,100,5,98.01,98.98,0,1,100,1,100,99.94,0,49,100,49,99.93,99.9,2,1884,99.52,1893,99.95,99.83,2,936,99.68,939,99.91,99.88,1,259,100,259,99.73,99.72,23,3255,98.25,3313,100,100,0,4,100,4
GCA_44164665.1,GCA_044164665.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044164665.1/GCA_044164665.1_mapping_stats.mapping_stats.txt,99.99,99.78,4,400,95.24,420,99.87,99.82,1,222,93.67,237,99.93,99.87,1,1103,99.64,1107,100,99.95,0,7,36.84,19,99.91,99.85,368,185034,98.91,187074,99.96,99.88,2,1869,99.57,1877,99.92,99.89,2,2198,99.5,2209,100,99.95,0,102,100,102,99.97,99.94,13,21092,99.84,21126,99.93,99.87,12,10471,99.65,10508,100,99.81,0,5,100,5,99.98,99.94,7,26285,99.87,26318,99.97,99.97,99.85,0,74,100,74,99.93,71,88956,99.87,89075,99.86,99.7,0,4,100,4,100,99.87,0,51,96.23,99.96,99.88,1,489,100,489,53,99.97,99.93,25,33997,99.91,34029,100,99.75,0,8,100,8,99.47,96.99,1,5,100,5,98.49,98.98,0,1,100,1,100,99.96,0,49,100,49,99.94,99.9,1,1875,99.05,1893,99.95,99.83,2,938,99.89,939,99.7,99.89,2,258,99.61,259,99.72,99.71,18,3259,98.37,3313,100,100,0,4,100,4
GCA_44165205.1,GCA_044165205.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165205.1/GCA_044165205.1_mapping_stats.mapping_stats.txt,99.86,99.6,5,378,90,420,99.86,99.4,2,223,94.09,237,99.88,99.85,2,1106,99.91,1107,100,99.91,0,7,36.84,19,99.75,99.77,1116,185281,99.04,187074,99.99,99.92,1,1869,99.57,1877,99.94,99.9,2,2198,99.5,2209,100,99.94,0,101,99.02,102,99.98,99.95,9,21098,99.87,21126,99.95,99.87,11,10454,99.49,10508,100,99.8,0,5,100,5,99.98,99.94,12,26287,99.88,26318,99.97,99.88,99.59,1,73,98.65,74,99.94,60,88906,99.81,89075,100,99.83,0,4,100,4,100,99.85,0,53,100,99.96,99.88,1,489,100,489,53,99.98,99.94,9,33989,99.88,34029,100,99.91,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.97,0,49,100,49,99.93,99.9,2,1882,99.42,1893,99.95,99.84,2,939,100,939,99.95,99.88,0,259,100,259,99.72,99.71,20,3239,97.77,3313,100,100,0,4,100,4
GCA_44165335.1,GCA_044165335.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165335.1/GCA_044165335.1_mapping_stats.mapping_stats.txt,99.98,99.75,2,359,85.48,420,99.95,99.74,0,220,92.83,237,99.94,99.86,0,1103,99.64,1107,100,99.92,0,7,36.84,19,99.79,99.84,984,184447,98.6,187074,99.95,99.89,3,1865,99.36,1877,99.92,99.88,3,2198,99.5,2209,99.98,99.93,0,102,100,102,99.98,99.93,19,21095,99.85,21126,99.96,99.86,5,10454,99.49,10508,100,99.91,0,5,100,5,99.97,99.93,17,26294,99.91,26318,99.95,99.96,99.72,1,74,100,74,99.92,90,88943,99.85,89075,100,99.78,0,4,100,4,100,99.89,0,52,98.11,99.81,99.88,1,489,100,489,53,99.97,99.92,18,33996,99.9,34029,100,99.79,0,8,100,8,99.47,99.18,0,5,100,5,100,100,0,1,100,1,100,99.96,0,48,97.96,49,99.89,99.87,4,1876,99.1,1893,99.94,99.81,2,935,99.57,939,99.93,99.88,1,259,100,259,99.65,99.7,24,3252,98.16,3313,100,100,0,4,100,4
GCA_44165395.1,GCA_044165395.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165395.1/GCA_044165395.1_mapping_stats.mapping_stats.txt,99.81,99.66,6,407,96.9,420,99.97,99.78,0,228,96.2,237,99.91,99.87,1,1102,99.55,1107,99.99,99.93,0,7,36.84,19,99.83,99.83,769,184959,98.87,187074,99.99,99.92,3,1863,99.25,1877,99.96,99.89,1,2196,99.41,2209,99.99,99.92,0,102,100,102,99.97,99.93,23,21087,99.82,21126,99.94,99.86,12,10456,99.51,10508,100,99.84,0,5,100,5,99.97,99.92,16,26291,99.9,26318,99.96,99.9,99.8,0,74,100,74,99.93,77,88938,99.85,89075,100,99.92,0,4,100,4,99.98,99.84,0,53,100,99.96,99.87,1,488,99.8,489,53,99.93,99.92,33,33992,99.89,34029,100,99.96,0,8,100,8,98.93,97.46,1,5,100,5,100,100,0,1,100,1,100,99.99,0,48,97.96,49,99.93,99.88,2,1875,99.05,1893,99.94,99.8,2,937,99.79,939,99.97,99.87,0,257,99.23,259,99.73,99.66,20,3251,98.13,3313,100,100,0,4,100,4
GCA_44166065.1,GCA_044166065.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166065.1/GCA_044166065.1_mapping_stats.mapping_stats.txt,99.98,99.75,2,358,85.24,420,99.97,99.78,0,219,92.41,237,99.88,99.86,2,1104,99.73,1107,100,99.92,0,7,36.84,19,99.75,99.84,847,184631,98.69,187074,99.98,99.91,1,1869,99.57,1877,99.96,99.89,3,2198,99.5,2209,100,99.92,0,101,99.02,102,99.97,99.93,21,21083,99.8,21126,99.93,99.86,16,10459,99.53,10508,100,99.79,0,5,100,5,99.96,99.92,18,26277,99.84,26318,99.96,99.77,99.8,1,73,98.65,74,99.93,92,88886,99.79,89075,100,99.83,0,4,100,4,99.97,99.87,0,52,98.11,99.94,99.85,1,489,100,489,53,99.96,99.92,24,33964,99.81,34029,100,99.91,0,8,100,8,100,100,0,5,100,5,100,100,0,1,100,1,100,99.93,0,49,100,49,99.93,99.86,2,1872,98.89,1893,99.97,99.87,1,937,99.79,939,99.84,99.88,1,258,99.61,259,99.72,99.7,20,3240,97.8,3313,100,100,0,4,100,4
GCA_44166135.1,GCA_044166135.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166135.1/GCA_044166135.1_mapping_stats.mapping_stats.txt,99.77,99.57,7,407,96.9,420,99.63,99.64,2,233,98.31,237,99.91,99.87,1,1102,99.55,1107,100,99.91,0,7,36.84,19,99.85,99.84,645,184787,98.78,187074,99.99,99.91,2,1874,99.84,1877,99.98,99.87,1,2199,99.55,2209,100,99.92,0,102,100,102,99.98,99.93,22,21093,99.84,21126,99.96,99.87,5,10462,99.56,10508,100,99.74,0,5,100,5,99.98,99.93,9,26299,99.93,26318,99.97,99.57,99.8,2,74,100,74,99.93,54,88955,99.87,89075,100,99.87,0,4,100,4,100,99.72,0,51,96.23,99.97,99.85,1,489,100,489,53,99.98,99.92,16,33991,99.89,34029,100,99.82,0,8,100,8,100,100,0,5,100,5,100,100,0,1,100,1,100,99.98,0,48,97.96,49,99.94,99.88,1,1876,99.1,1893,99.94,99.82,2,939,100,939,99.97,99.87,0,258,99.61,259,99.64,99.69,26,3264,98.52,3313,100,100,0,4,100,4
GCA_44166615.1,GCA_044166615.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166615.1/GCA_044166615.1_mapping_stats.mapping_stats.txt,99.93,99.82,2,396,94.29,420,99.99,99.82,0,229,96.62,237,99.87,99.87,2,1106,99.91,1107,100,99.94,0,7,36.84,19,99.76,99.78,1006,184796,98.78,187074,99.95,99.91,3,1868,99.52,1877,99.88,99.88,4,2194,99.32,2209,100,99.94,0,102,100,102,99.98,99.95,7,21073,99.75,21126,99.95,99.87,10,10452,99.47,10508,99.98,99.77,0,5,100,5,99.98,99.94,8,26264,99.79,26318,99.97,99.91,99.84,0,74,100,74,99.94,62,88879,99.78,89075,99.86,99.8,0,4,100,4,99.98,99.9,0,51,96.23,99.82,99.89,1,489,100,489,53,99.97,99.94,18,33953,99.78,34029,100,99.75,0,8,100,8,99.47,96.99,1,5,100,5,98.49,98.98,0,1,100,1,100,99.96,0,46,93.88,49,99.98,99.9,1,1874,99,1893,99.98,99.88,1,931,99.15,939,99.97,99.9,0,259,100,259,99.65,99.74,23,3247,98.01,3313,100,100,0,4,100,4
